id	COG	KEGG_KOs	ann_egg
GL50803_137619	K	K03019	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
GL50803_102858	A		Regulator of nonsense transcripts
GL50803_16348	O	K19573	Specifically acetylates 'Lys-40' in alpha-tubulin on the lumenal side of microtubules. May affect microtubule stability and regulate microtubule dynamics
GL50803_115066	O	K01359	proprotein convertase subtilisin kexin type
GL50803_33218	S	K10409	Dynein, axonemal, intermediate chain 1
GL50803_2980	O	K02729	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_12598	J	K06961	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly (By similarity)
GL50803_17395	J	K02932,K03327	ribosomal protein L5
GL50803_15482	E		ATP GTP binding
GL50803_11713	O	K09549	prefoldin subunit 2
GL50803_15483	G	K15275	UAA transporter family
GL50803_115054	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_61359	S	K07441	UDP-N-acetylglucosamine transferase subunit ALG14
GL50803_115052	Q	K01509,K05031,K05665,K05666,K05668,K05670,K05671,K05672,K05673,K05674,K10827	ATP-binding cassette, sub-family C (CFTR MRP), member
GL50803_15487	A	K14555	transducin beta-like 3
GL50803_17393	J	K01866	tyrosyl-tRNA synthetase
GL50803_4125	K	K15196,K15197	subunit of RNA polymerase III transcription initiation factor
GL50803_115047			
GL50803_17391	S		Membrane associated protein-like protein
GL50803_7664	U	K19682	intraflagellar transport 46 homolog (Chlamydomonas)
GL50803_7662	A	K06174	ATP-binding cassette, sub-family E
GL50803_7661	S		kiaa0556
GL50803_17390	L	K02542	dna replication licensing factor
GL50803_6336	Z	K07375,K10391	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
GL50803_6335	Q	K01823	isopentenyl-diphosphate Delta-isomerase
GL50803_14174	S	K14848	Glutamate-rich wd repeat-containing protein
GL50803_17389	J	K07566	yrdC domain containing (E. coli)
GL50803_14172	T	K08829	Male germ cell-associated kinase
GL50803_14171	J	K02922	Binds to the 23S rRNA (By similarity)
GL50803_6886	S	K19846	cell polarity protein
GL50803_14311	G, T	K15423	serine threonine-protein phosphatase
GL50803_6897	S	K12472	BRCT domain protein
GL50803_17387	A	K14780	(RNA) helicase
GL50803_17386	O	K10587,K10614	domain containing E3 ubiquitin protein ligase
GL50803_33279	O	K07762,K08647	whole genome shotgun sequence
GL50803_5672	S	K16457	centrosomal protein 76kDa
GL50803_6509	S	K02599,K18408	Notch ligand involved in the mediation of Notch signaling (By similarity)
GL50803_89622	U	K12393	Adaptor-related protein complex
GL50803_34134	L	K03469	ribonuclease H activity
GL50803_9098	S	K19680	TNF receptor-associated factor 3 interacting protein 1
GL50803_14864	Z		Filamin C, gamma
GL50803_137733	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_9089	C	K00101,K00326	cytochrome b5 reductase
GL50803_9088	V	K03152,K07466	parkinson protein 7
GL50803_9087	S		chromosome X open reading frame 26
GL50803_14861	S		whole genome shotgun sequence
GL50803_103838	T	K17545	Serine threonine kinase
GL50803_16598	M	K00966	mannose-1-phosphate guanyltransferase
GL50803_10679	S	K06875	Apoptosis-related protein
GL50803_16599	C	K08043	CYCc
GL50803_3974	K	K03022	dna-directed RNA polymerase III
GL50803_3977	D	K02220,K05868,K06627	g2 mitotic-specific
GL50803_3978	O	K06689,K10689	ubiquitin-conjugating enzyme
GL50803_114991	S	K02599	WNT inhibitory factor 1
GL50803_16966	S		Mediates binding to human platelets, possibly through a receptor-ligand interaction. Probably associated with virulence in endovascular infection (By similarity)
GL50803_16967	M	K14242,K15502,K15503	Ankyrin Repeat Protein
GL50803_7349			
GL50803_14433	S		Ankyrin Repeat
GL50803_14434	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_7356	T	K01104,K09257	serine threonine-protein kinase
GL50803_103855	U	K07095,K18467	Vacuolar Protein
GL50803_14436	T	K08271,K08835,K17532	ste20-related kinase adaptor
GL50803_16969	U	K15306	ran binding protein
GL50803_25035	T		protein tyrosine phosphatase, receptor type, G
GL50803_137732	S	K02599	WNT inhibitory factor 1
GL50803_8003	U		trafficking protein particle complex
GL50803_8001	J	K02877,K15276	Ribosomal protein L15
GL50803_14606	J	K03264	Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm
GL50803_7999	J	K02985	ribosomal protein s3
GL50803_117472			
GL50803_101534	T	K08863	NIMA-related kinase
GL50803_117473			
GL50803_8389	O	K12196	endosome to lysosome transport via multivesicular body sorting pathway
GL50803_8388	E	K06653	Ankyrin Repeat
GL50803_23185	D	K06674	structural maintenance of chromosomes protein
GL50803_15097	S	K17095,K17099	annexin A7
GL50803_114609	P		Pyruvate ferredoxin oxidoreductase
GL50803_23800	S	K16075	corA-like Mg2 transporter domain-containing protein
GL50803_11740	T	K01090	PHOsphatase
GL50803_101397	E	K06653	Ankyrin Repeat
GL50803_11743	K		M protein repeat protein
GL50803_104866	K		Protein of unknown function (DUF667)
GL50803_137730	T		calcium-dependent protein kinase
GL50803_11755	J	K14842	Ribosomal protein S8e
GL50803_11763	H	K00949	thiamine pyrophosphokinase
GL50803_11772	T		Plexin repeat
GL50803_15499	S		Inherit from NOG: basal body component
GL50803_15500	S	K12859	Thioredoxin-like protein
GL50803_11775	M		Ankyrin Repeat Protein
GL50803_17412			
GL50803_15501	D, K, T	K08817	Cell cycle control protein
GL50803_17411	O	K09495	t-complex protein 1
GL50803_137729	O	K07762,K08647	whole genome shotgun sequence
GL50803_14485	E	K06653	Ankyrin Repeat
GL50803_7569	U	K07953,K08057	Small GTPase component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules. SAR1 controls the coat assembly in a stepwise manner. Activated SAR1-GTP binds to membranes first and recruits the SEC23 24 complex. These SEC23 24-SAR1 prebudding intermediates are then collected by the SEC13 31 complex as subunits polymerize to form coated transport vesicles. Conversion to SAR1-GDP triggers coat release and recycles COPII subunits (By similarity)
GL50803_14486	S		Pfam:YbaK
GL50803_7573	I	K00021	hydroxymethylglutaryl-CoA reductase, degradative family protein
GL50803_3036	K	K03008	dna-directed RNA polymerase II
GL50803_3032	J	K01867	tryptophanyltRNA synthetase
GL50803_17406	T	K00914	Phosphatidylinositol 3kinase
GL50803_25296	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_15404	S	K01727	hyaluronate lyase
GL50803_17403	U		Uso1 / p115 like vesicle tethering protein, head region
GL50803_17402	E	K10645	Ankyrin Repeat
GL50803_15400	S		small proline-rich protein 3
GL50803_17400	S	K06654,K06656,K06657,K18636	Cyclin-dependent protein kinase
GL50803_15398	O	K03686,K09503,K14002	DnaJ (Hsp40) homolog, subfamily A, member
GL50803_11321	S		WD repeat domain 65
GL50803_15397	D	K00870,K02088,K02206	Cyclin-Dependent Kinase
GL50803_11319	A	K14560	u3 small nucleolar ribonucleoprotein
GL50803_20633	K	K15153	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
GL50803_29490	S		copine family
GL50803_2964	U	K12948	Microsomal signal peptidase subunit
GL50803_91761	U	K19998	Sec1 family
GL50803_3169	O	K01365	cathepsin
GL50803_3171	O	K10575	ubiquitin-conjugating enzyme
GL50803_15871	O	K01285	protease, serine, 16 (thymus)
GL50803_14938	J	K02870,K14006	Ribosomal protein L12
GL50803_9376	U	K14006	transport protein
GL50803_112063	G	K08151,K08153,K08161	resistance protein
GL50803_9382	O	K05954	farnesyltransferase, beta subunit
GL50803_31295	V	K03327	Mate efflux family protein
GL50803_50359	O	K01359	proprotein convertase subtilisin kexin type
GL50803_134710	O	K01359	proprotein convertase subtilisin kexin type
GL50803_17084	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_14367	T	K01768	CYCc
GL50803_7126	S		Acyltransferase
GL50803_40817	Z	K05692	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
GL50803_17083	S		AHNAK nucleoprotein
GL50803_17082	O	K02211,K05956	beta' subunit
GL50803_34850	S		transmembrane protein 167B
GL50803_33762	K	K16482	POC1 centriolar protein homolog
GL50803_24068	O	K02332,K10577	ubiquitin-conjugating enzyme
GL50803_2933	S	K13978	grancalcin, EF-hand calcium binding protein
GL50803_5468	T		Ribosomal protein S6
GL50803_96670	P	K01539,K01541,K01542,K01544	ATPase Na K transporting alpha
GL50803_50363			
GL50803_8350	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_16215	M		Ankyrin Repeat Protein
GL50803_16214	L	K02541	dna replication licensing factor
GL50803_6007	E	K14242	Ankyrin Repeat
GL50803_137727	S	K02599	WNT inhibitory factor 1
GL50803_16438	O		Ulp1 protease family, C-terminal catalytic domain
GL50803_8850	S		Ankyrin Repeat
GL50803_14787	U	K01099,K01106,K03084	inositol
GL50803_14786	T	K00870,K04427	protein kinase kinase kinase
GL50803_8843	O	K04551,K08770	ubiquitin
GL50803_8842	S	K06874	Zinc finger protein
GL50803_14785			
GL50803_96818	P	K15014	transporter
GL50803_678	F	K01081	5', 3'-nucleotidase, cytosolic
GL50803_102963	J	K15865	CDK5 regulatory subunit associated protein 1-like 1
GL50803_36783	T	K08863	NIMA-related kinase
GL50803_4498	A	K13148,K14403	Cleavage and polyadenylation
GL50803_102961	S	K01046,K08680,K13617	Alpha beta hydrolase
GL50803_9503	S	K01046,K08680,K13617	Alpha beta hydrolase
GL50803_9508	O	K06972	Presequence protease
GL50803_16326	E	K06653	Ankyrin Repeat
GL50803_9515	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_16328	A	K01718,K14655,K15453,K15454	RNA pseudouridylate synthase domain containing
GL50803_14971			
GL50803_9523	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_24376	L	K19783	immunoglobulin mu binding protein 2
GL50803_137726	Q	K05641	ATP-binding cassette sub-family A ABC1 member
GL50803_16612	J	K01866	Tyrosyl-trna synthetase
GL50803_9062	I	K01897	Acyl-CoA synthetase long-chain family member
GL50803_93721	S		Cyclin Y
GL50803_113677	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_7009			
GL50803_7007	S		C-Myc binding protein
GL50803_93736	Z	K10408,K10413,K10414	heavy chain
GL50803_16167	T	K04373,K07376,K09257	ribosomal protein s6 kinase
GL50803_61419	M		Ankyrin Repeat Protein
GL50803_61420	M		Ankyrin Repeat Protein
GL50803_112681	O	K06027	n-ethylmaleimide-sensitive factor
GL50803_50366			
GL50803_61439	T		Ribosomal protein S6
GL50803_61443	S		Retrotransposon protein
GL50803_61458	K		Chromosome 2 open reading frame 18
GL50803_50370	S		regulation of RNA biosynthetic process
GL50803_137614	S		VSP with INR
GL50803_1830	A	K01718	RNA pseudouridylate synthase domain containing
GL50803_94534			
GL50803_7655	O	K07374,K18272	Tubulin folding cofactor C
GL50803_103082	S		Mediates binding to human platelets, possibly through a receptor-ligand interaction. Probably associated with virulence in endovascular infection (By similarity)
GL50803_7653	T	K00870,K08269	Serine threonine kinase
GL50803_7652	J	K03754	translation INITIATION FACTOR
GL50803_7649	L	K02114,K10747	DNA ligase
GL50803_7648	L		Structural maintenance of chromosomes
GL50803_16149	L	K08734	DNA mismatch repair protein
GL50803_94510	S		WNT inhibitory factor 1
GL50803_16205	T		Unc51-like kinase
GL50803_112932	S	K06990	Mediator of cell motility 1
GL50803_3490	T	K08857	Neurofibromin 1
GL50803_13372			
GL50803_112937	E	K09257	Ankyrin Repeat
GL50803_102542	T	K04371,K08818,K12765	Male germ cell-associated kinase
GL50803_61472	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_221689	Q	K05668,K05674	ATP-binding cassette, sub-family C (CFTR MRP), member
GL50803_61478	O	K12196	endosome to lysosome transport via multivesicular body sorting pathway
GL50803_137691			
GL50803_16001	H	K11204	Glutamate--cysteine ligase
GL50803_4977	T	K08857	NIMA-related kinase
GL50803_13797	Z	K10396	Kinesin family member
GL50803_27308	Z	K10412	Dynein light chain
GL50803_15962	Z	K10394,K10402	Kinesin family member
GL50803_89112	L	K02209	dna replication licensing factor
GL50803_33166	O	K03028	26s proteasome regulatory subunit
GL50803_13152	E	K09257,K18410	Ankyrin Repeat
GL50803_2851	B	K11304	histone acetyltransferase
GL50803_61489	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_61490	T	K04371,K08818,K12765	Male germ cell-associated kinase
GL50803_135725	E	K09257	Ankyrin Repeat
GL50803_15823	G	K00700	Branching enzyme
GL50803_33037	S		zinc finger, MYND-type containing 12
GL50803_15889	G	K00749,K01001,K01183	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
GL50803_40521	J	K14574	Ribosome maturation protein
GL50803_12807	C, O	K00773	thioredoxin domain-containing protein
GL50803_112126	S	K05635	Laminin, alpha
GL50803_137612	S		VSP with INR
GL50803_3822	S	K01277	dipeptidylpeptidase
GL50803_137695	T	K08826	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
GL50803_4026	S	K17095,K17099	annexin A7
GL50803_16013			
GL50803_2285			
GL50803_112114	A	K12856	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)
GL50803_112113	S		VSP with INR
GL50803_50375	S		VSP with INR
GL50803_13727	S		regulation of RNA biosynthetic process
GL50803_13728	O		proprotein convertase subtilisin kexin type
GL50803_114670	L	K02684,K16733	DNA primase
GL50803_22204	J	K01874	MethionyltRNA synthetase
GL50803_8627	K	K19849	Inherit from euNOG: Rna-binding protein
GL50803_8626	D, Y	K07611,K12641	Lamin A C
GL50803_8623		K10352	
GL50803_89347	K	K03006	DNA-directed RNA Polymerase
GL50803_8621	J	K01869	Leucyl-trna synthetase
GL50803_8619	M	K16675	Zinc finger, DHHC-type containing
GL50803_14745	S		Ankyrin repeat protein
GL50803_16220	S		Ankyrin Repeat
GL50803_61549	T		calcium-dependent protein kinase
GL50803_61550	C	K05919	desulfoferrodoxin ferrous iron-binding region
GL50803_102322			
GL50803_3539	M		zinc finger, DHHC-type containing 16
GL50803_41227	S		regulation of RNA biosynthetic process
GL50803_95789	L	K03424	TatD DNase domain containing
GL50803_95787	S	K14965,K14968	COMPASS complex subunit Sdc1
GL50803_13584	S		Membrane associated protein-like protein
GL50803_41212		K18626	
GL50803_61564	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_61565	S	K12472	Viral A-type inclusion protein
GL50803_50379			
GL50803_50380	S		FU
GL50803_7035			
GL50803_33769	S	K17869	pyridine nucleotide-disulfide oxidoreductase
GL50803_7031	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_7030	S		Prefoldin, subunit
GL50803_88765	O	K03283	heat shock
GL50803_16173	A	K14561	u3 small nucleolar ribonucleoprotein
GL50803_7021	E	K06653	Ankyrin Repeat
GL50803_14341	S		whole genome shotgun sequence
GL50803_16172	Z		actin-like 9
GL50803_101810	P	K01530	ATPase class II type
GL50803_15820	O	K05955	Protein farnesyltransferase geranylgeranyltransferase type-1 subunit
GL50803_35670	S	K03243,K06185	zinc finger
GL50803_16588	J	K02943	60s Acidic ribosomal protein
GL50803_101805	U		High cysteine membrane protein Group 1
GL50803_16587	T	K08282,K08884,K11916	serine- threonine protein kinase
GL50803_61578	T	K10645	Neurofibromin 1
GL50803_1470	S		schlafen-like 1
GL50803_16585	L	K12874	Inherit from KOG: Aquarius homolog (Mouse)
GL50803_87358			
GL50803_22677	C		nitroreductase
GL50803_6148	O		dipeptidylpeptidase
GL50803_2902	D	K02156	piwi-like
GL50803_3409	S		Coiled-coil domain containing 147
GL50803_3408	T	K17550,K19753	leucine rich repeat
GL50803_3180	K	K00721	dolicholphosphate mannosyltransferase
GL50803_8960	S	K01046,K08680,K13617	Alpha beta hydrolase
GL50803_8961	E	K10645	Ankyrin Repeat
GL50803_16495	I	K01613	Phosphatidylserine decarboxylase
GL50803_14821	C, U		iron-sulfur cluster assembly 2 homolog (S. cerevisiae)
GL50803_16492			
GL50803_22547	U		Fraser syndrome 1
GL50803_8896	J		Metallopeptidase family M24
GL50803_87422			
GL50803_14800	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_8903	S		copine family
GL50803_14802	S		AHNAK nucleoprotein
GL50803_16675	O	K14050	Protein prenyltransferase alpha subunit repeat
GL50803_35094	L	K02327,K02350	DNA polymerase
GL50803_22553	O	K01275	cathepsin
GL50803_8856	T	K08838,K17535	mitogen-activated protein kinase kinase
GL50803_28651	O	K01275	cathepsin
GL50803_8860	B, K	K08867,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_16678	Y	K14306	Nsp1-like C-terminal region
GL50803_8865			
GL50803_14791	S		Neurohypophysial hormone, N-terminal Domain containing protein
GL50803_13930	U	K07937,K07977	ADP-ribosylation
GL50803_5462	Z		Tubulin is the major constituent of microtubules. Gamma tubulin is found at microtubule organizing centers (MTOC) such as the spindle poles or the centrosome (By similarity)
GL50803_16020	T		LRR
GL50803_13926	A	K11129	H ACA ribonucleoprotein complex subunit
GL50803_87446	Q		ATP-binding cassette sub-family A ABC1 member
GL50803_61593			
GL50803_13838	B, K	K11422	Set domain
GL50803_17174	I		Acyl-CoA synthetase long-chain family member
GL50803_17170	I		Acyl-CoA synthetase long-chain family member
GL50803_7375	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_7373	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_7368	O		Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). Directly binds tRNAs and probably acts by catalyzing adenylation of tRNAs, an intermediate required for 2-thiolation. It is unclear whether it acts as a sulfurtransferase that transfers sulfur from thiocarboxylated urm1 onto the uridine of tRNAs at wobble position
GL50803_2661	D	K02219	(regulatory) subunit
GL50803_17166			
GL50803_17165	Q		Inherit from NOG: Regulator of G-protein signaling
GL50803_17164	U	K14007	transport protein
GL50803_17163	O	K03768	PPIases accelerate the folding of proteins (By similarity)
GL50803_11867	S		RIB43A
GL50803_d115797	S		VSP with INR
GL50803_115797	S		VSP with INR
GL50803_33870	C	K00101,K00326	cytochrome b5 reductase
GL50803_14345	Z	K04648,K10392,K11498	kinesin K39
GL50803_14347	T		FHA domain
GL50803_17043	G	K00134,K05298	glyceraldehyde3phosphate dehydrogenase
GL50803_17044	T	K06695	interacting protein
GL50803_17046	E	K10645	Ankyrin Repeat
GL50803_12981	J	K02989	Ribosomal protein
GL50803_2351	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_d112208	O	K01359	proprotein convertase subtilisin kexin type
GL50803_112208	O	K01359	proprotein convertase subtilisin kexin type
GL50803_17347	S		Regulatory subunit of type II PKA R-subunit
GL50803_94150	S		family with sequence similarity 179, member A
GL50803_13528	U		Vacuolar protein sorting-associated protein 33 homolog
GL50803_4063	K		CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) small
GL50803_5949	S		tetratricopeptide repeat domain 1
GL50803_5947	J	K01952,K02917,K09377	Ribosomal protein
GL50803_14070	Z	K10395,K10398	kinesin family member 11
GL50803_5942	S	K13126	poly(A) binding protein, cytoplasmic
GL50803_5939	U	K04710	ceramide synthase
GL50803_5938	K	K12860	cell division cycle 5-like
GL50803_14068	U		trafficking protein particle complex
GL50803_13133	T		IG_like
GL50803_14014	T		Di-glucose binding within endoplasmic reticulum
GL50803_23420	H	K01597	GHMP kinases N terminal domain
GL50803_14168	E	K14993,K14994	Solute carrier family 38 member
GL50803_6317	O		Zn-finger in ubiquitin-hydrolases and other protein
GL50803_27813	T		calcium-dependent protein kinase
GL50803_17337	J	K02869,K02942	Ribosomal protein
GL50803_3993	S	K14787,K15188	RNA binding motif protein 19
GL50803_3994	O	K14016	Ubiquitin fusion degradation protein
GL50803_17335	T	K01196,K08282,K08826,K08832,K14834,K18669,K18670	SRSF protein kinase
GL50803_17333	Z	K10394	Kinesin family member
GL50803_4653	V	K13963	Serpin peptidase inhibitor, clade
GL50803_4652	J	K02960,K02996	ribosomal protein s16
GL50803_87261	S		PLAC8 family
GL50803_10193	S	K14554,K16353	WD repeat domain 36
GL50803_17328	S		Neurohypophysial hormone, N-terminal Domain containing protein
GL50803_17327	E	K14213,K18573	Catalyzes the removal of a penultimate prolyl residue from the N-termini of peptides (By similarity)
GL50803_17326	V		MatE
GL50803_17325	J	K17943	Rna-binding protein
GL50803_112258	U	K18442	ADP-ribosylation factor guanine nucleotide-exchange factor
GL50803_33513	S		centromere protein F, 350 400kDa (mitosin)
GL50803_23439	S		TM2 domain
GL50803_10577	A, J	K14564	Nucleolar protein
GL50803_15248	U	K02179,K19944	TBC1 domain family member
GL50803_15247	O		heat shock protein
GL50803_10573	S		Ankyrin repeat protein
GL50803_10570	O	K01802,K14826,K17478	peptidylprolyl cistrans isomerase
GL50803_10569	S	K14786	KRI1-like family
GL50803_17273			
GL50803_87208	J	K07583	Pseudouridylate synthase 10
GL50803_87205	L	K10841,K20093	excision repair cross-complementing rodent repair deficiency complementation group
GL50803_87202	S	K19683	Plays a role in anterograde intraflagellar transport (IFT), the process by which cilia precursors are transported from the base of the cilium to the site of their incorporation at the tip
GL50803_61627			
GL50803_7829	S		conserved hypothetical protein
GL50803_103202	Z		Inherit from NOG: keratin, type II cytoskeletal
GL50803_117436	E	K10645	Ankyrin Repeat
GL50803_117437	E	K10645	Ankyrin Repeat
GL50803_16804	Z	K10408	Dynein, axonemal, heavy chain
GL50803_9848	Z	K10418	Dynein light chain
GL50803_15064	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_15063	I	K01897,K09680,K14403	Acyl-CoA synthetase long-chain family member
GL50803_17264	Z	K10396	Kinesin family member
GL50803_104139	S	K05635	Laminin, alpha
GL50803_17263	B	K11307	histone acetyltransferase
GL50803_17262	J	K17943	pumilio homolog
GL50803_14636	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_17258	F	K18532	adenylate kinase
GL50803_61641	E	K06653	Ankyrin Repeat
GL50803_93800	E	K06653	Ankyrin Repeat
GL50803_16436			
GL50803_16435	E	K06653,K09257,K14508,K19626	Ankyrin Repeat
GL50803_87149	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_7522	J		Basic leucine zipper and W2
GL50803_7520	S		Inherit from euNOG: Conserved hypothetical protein
GL50803_28232	S		peptidyl-tRNA hydrolase domain containing 1
GL50803_7514	S		forebrain astrocyte differentiation
GL50803_7512	S	K02377,K10703	Protein tyrosine phosphatase-like
GL50803_7511	F	K01519	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) or xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions (By similarity)
GL50803_14469	U	K08513	K08513 vesicle-associated membrane protein 4
GL50803_113625	B	K11314	Zinc finger, ZZ type
GL50803_16433	E	K16262	amino acid transporter
GL50803_40831	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_113622	S		Ankyrin Repeat
GL50803_15145	O	K11269	ATPase family associated with various cellular activities (AAA)
GL50803_15144	K	K03016	RPOL8c
GL50803_10219	S		Ankyrin Repeat
GL50803_10217	O		cathepsin
GL50803_50391	O		proprotein convertase subtilisin kexin type
GL50803_8382	Q	K11165,K11166,K15680	Dehydrogenase reductase SDR family member
GL50803_16929	O	K03035,K14795	26S Proteasome non-ATPase regulatory subunit
GL50803_16928	M	K00698,K18932	zinc finger, DHHC-type containing 16
GL50803_113610	M	K03857	phosphatidylinositol glycan anchor biosynthesis, class A
GL50803_5883	S	K08254,K12472	oligomeric mucus gel-forming
GL50803_5892	J	K06965	pelota homolog
GL50803_14058	T	K01120	Phosphodiesterase
GL50803_113603	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_13651	K		TATA element modulatory factor 1
GL50803_4547	J	K02997	Ribosomal protein s9
GL50803_4548	J	K17943	pumilio homolog
GL50803_4549	S	K10260	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase
GL50803_115465	L	K10567	nei endonuclease VIII-like 1 (E. coli)
GL50803_115695	S		SprT-like N-terminal domain
GL50803_50392			
GL50803_112647			
GL50803_115694	S		SprT-like N-terminal domain
GL50803_115464	L	K10567	nei endonuclease VIII-like 1 (E. coli)
GL50803_9478	O		peptidase m16 domain-containing protein
GL50803_14961	C	K02144	subunit (H
GL50803_9481			
GL50803_4577			
GL50803_15956	S		WD repeat domain 16
GL50803_15955	K	K03014	DNA-directed RNA polymerases I, II and III
GL50803_16069	G	K01840	Inherit from COG: Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)
GL50803_5926	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_5925	L	K10848,K15086	DNA repair protein
GL50803_94322	O		iQ motif containing with AAA domain
GL50803_4257	J	K14771	nucleolar complex protein
GL50803_4255	G	K17757	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)
GL50803_27027	S	K11295,K18643	Katanin p80 (WD repeat containing) subunit B 1
GL50803_33932	T		Suppression of tumorigenicity 5
GL50803_112673	O	K01359	proprotein convertase subtilisin kexin type
GL50803_89315			
GL50803_4204	L	K18447	nudix (nucleoside diphosphate linked moiety X)-type motif 5
GL50803_13561	K	K03232,K15410	Elongation factor
GL50803_4202	T	K00870,K08269	Serine threonine kinase
GL50803_16760	J	K01890	Phenylalanyl-tRNA synthetase, beta
GL50803_61675	O		cathepsin
GL50803_15545	S		Inherit from NOG: KH domain containing 3-like, subcortical maternal complex member
GL50803_11984	J	K14852	ribosome biogenesis regulatory protein
GL50803_15547	S		zinc finger, MYND-type containing 12
GL50803_15548	T	K13105	Mitogen-activated protein kinase
GL50803_15549	P		tetratricopeptide repeat
GL50803_11992	O	K09497	chaperonin containing TCP1, subunit 5 (epsilon)
GL50803_15551	J	K02964	ribosomal protein
GL50803_d26981	O	K01359	proprotein convertase subtilisin kexin type
GL50803_26981	O	K01359	proprotein convertase subtilisin kexin type
GL50803_32778	E	K06653	Ankyrin Repeat
GL50803_5665	O	K02927	Ribosomal L40e family
GL50803_14004	T	K08830	Male germ cell-associated kinase
GL50803_101850	T	K08825	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
GL50803_5661	A	K14831	MAK16 homolog (S. cerevisiae)
GL50803_5659	H	K00789	Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity)
GL50803_16722	E		Xaa-pro dipeptidase
GL50803_7414	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_7416	Q	K10770,K15444	alkB, alkylation repair homolog 8 (E. coli)
GL50803_14451	L	K14779	purine NTP-dependent helicase activity
GL50803_7421	D, K, T	K03115	casein kinase ii
GL50803_112885	F	K00759	adenine phosphoribosyltransferase
GL50803_6000	E		amino acid
